activity,activityuom,customershipto,customerpersonnum,productsalesusenum,Request_ID,Sequence
8,2,2100001471,960000854,521,6000340137,1
24,2,2100001471,960000854,521,6000340138,1
8,2,2100001471,960000854,521,6000340139,1
8,2,2100001471,960000854,521,6000340140,1
24,2,2100001471,960000854,521,6000340141,1
24,2,2100001471,960000854,521,6000340142,1
24,2,2100001471,960000854,521,6000340143,1
8,2,2100001471,960000854,521,6000340144,1
8,2,2100001471,960000854,521,6000340145,1
24,2,2100001471,960000854,521,6000340146,1
24,2,2100001471,960000854,521,6000340147,1
8,2,2100001471,960000854,521,6000340148,1
25,2,2100001471,3000033520,387,6000340149,1
25,2,2100001471,3000033520,387,6000340150,1
25,2,2100001471,3000033520,387,6000340151,1
25,2,2100001471,3000033520,387,6000340152,1
25,2,2100001471,3000033520,387,6000340153,1
6,2,2100001471,3000033520,391,6000340154,1
36,2,2100001471,1330001973,483,6000340155,1
9,2,2100001471,1330001973,3035,6000340156,1
30,2,2100001471,750002600,522,6000340157,1
30,2,2100001471,750002600,522,6000340158,1
30,2,2100001471,750002600,522,6000340159,1
10,2,2100001471,750002600,4176,6000340160,1
10,2,2100001471,750002600,4176,6000340161,1
10,2,2100001471,750002600,4176,6000340162,1
10,2,2100001471,750002600,4176,6000340163,1
10,2,2100001471,750002600,4176,6000340164,1
30,2,2100001471,750002600,522,6000340165,1
30,2,2100001471,750002600,522,6000340166,1
10,2,2100001471,3000077589,3035,6000340167,1
25,2,2100001471,110000371,521,6000340168,1
8,2,2100001471,110000371,521,6000340169,1
8,2,2100001471,110000371,521,6000340170,1
25,2,2100001471,110000371,521,6000340171,1
30,2,2100001471,3000077589,483,6000340172,1
8,2,2100001471,1540002015,487,6000340173,1
24,2,2100001471,1540002015,487,6000340174,1
15,2,2100001471,1540002015,483,6000340175,1
6,2,2100001471,3000045287,391,6000340176,1
10,2,2100001471,1100003617,6297,6000340177,1
5,2,2100001471,3000081089,391,6000340178,1
8,2,2100001471,270002142,482,6000340179,1
8,2,2100001471,270002142,482,6000340180,1
25,2,2100001471,270002142,482,6000340181,1
25,2,2100001471,270002142,482,6000340182,1
25.2,2,2100001471,270002142,482,6000340183,1
30,2,2100001471,3000091022,526,6000340184,1
10,2,2100001471,3000091022,526,6000340185,1
10,2,2100001471,3000091022,526,6000340186,1
30,2,2100001471,3000091022,487,6000340187,1
10,2,2100001471,3000091022,487,6000340188,1
30,2,2100001471,3000091022,487,6000340189,1
10,2,2100001471,360000446,4176,6000340190,1
10,2,2100001471,3000091022,487,6000340191,1
30,2,2100001471,3000091022,487,6000340192,1
30,2,2100001471,3000091022,487,6000340193,1
30,2,2100001471,3000091022,487,6000340194,1
10,2,2100001471,3000091022,526,6000340195,1
10,2,2100001471,3000091022,526,6000340196,1
10,2,2100001471,3000091022,526,6000340197,1
30,2,2100001471,3000091022,526,6000340198,1
30,2,2100001471,3000091022,526,6000340199,1
10,2,2100001471,3000091022,526,6000340200,1
10,2,2100001471,3000091022,526,6000340201,1
10,2,2100001471,3000091022,526,6000340202,1
30,2,2100001471,3000091022,526,6000340203,1
30,2,2100001471,3000091022,526,6000340204,1
30,2,2100001471,3000091022,526,6000340205,1
30,2,2100001471,3000091022,526,6000340206,1
30,2,2100001471,3000091022,526,6000340207,1
10,2,2100001471,3000091022,487,6000340208,1
25,2,2100001471,2070000400,387,6000340209,1
25,2,2100001471,2070000400,387,6000340210,1
8,2,2100001471,420001232,3035,6000340211,1
25,2,2100001471,420001232,483,6000340212,1
8,2,2100001471,420001232,3035,6000340213,1
8,2,2100001471,420001232,3035,6000340214,1
25,2,2100001471,420001232,483,6000340215,1
25,2,2100001471,420001232,483,6000340216,1
30,2,2100001471,3000039030,482,6000340217,1
6,2,2100001471,3000039030,391,6000340218,1
30,2,2100001471,3000039030,482,6000340219,1
25,2,2100001471,3000039030,387,6000340220,1
10,2,2100001471,3000039030,482,6000340221,1
15,2,2100001471,3000097695,6284,6000340222,1
10,2,2100001471,1000002944,378,6000340223,1
40,2,2100001471,1000002944,273,6000340224,1
7,2,2100001471,1540002015,3035,6000340225,1
21,2,2100001471,1540002015,483,6000340226,1
21,2,2100001471,1540002015,483,6000340227,1
7,2,2100001471,1540002015,3035,6000340228,1
21,2,2100001471,1540002015,483,6000340229,1
21,2,2100001471,1540002015,483,6000340230,1
7,2,2100001471,1540002015,3035,6000340231,1
7,2,2100001471,1540002015,3035,6000340232,1
7,2,2100001471,1540002015,3035,6000340233,1
21,2,2100001471,1540002015,483,6000340234,1
4,2,2100001471,3000110193,378,6000340235,1
25,2,2100001471,940002045,483,6000340236,1
8,2,2100001471,940002045,3035,6000340237,1
8,2,2100001471,940002045,3035,6000340238,1
8,2,2100001471,940002045,3035,6000340239,1
25,2,2100001471,940002045,483,6000340240,1
8,2,2100001471,940002045,3035,6000340241,1
25,2,2100001471,940002045,483,6000340242,1
25,2,2100001471,940002045,483,6000340243,1
25,2,2100001471,940002045,483,6000340244,1
25,2,2100001471,940002045,483,6000340245,1
25,2,2100001471,940002045,483,6000340246,1
8,2,2100001471,940002045,3035,6000340247,1
8,2,2100001471,940002045,3035,6000340248,1
15,2,2100001471,3000093213,6297,6000340249,1
15,2,2100001471,3000093213,6297,6000340250,1
15,2,2100001471,3000093213,6297,6000340251,1
15,2,2100001471,3000093213,6297,6000340252,1
15,2,2100001471,3000093213,6297,6000340253,1
8,2,2100001471,340000891,3035,6000340254,1
8,2,2100001471,340000891,3035,6000340255,1
8,2,2100001471,340000891,3035,6000340256,1
26,2,2100001471,340000891,483,6000340257,1
22,2,2100001471,340000891,483,6000340258,1
26,2,2100001471,340000891,483,6000340259,1
8,2,2100001471,340000891,3035,6000340260,1
7,2,2100001471,340000891,3035,6000340261,1
26,2,2100001471,340000891,483,6000340262,1
26,2,2100001471,340000891,483,6000340263,1
6,2,2100001471,3000002803,382,6000340264,1
600,1,2100001471,940000057,13333,6000340265,1
0.7,2,2100001471,140001762,2635,6000340266,1
20,2,2100001471,140001762,522,6000340267,1
10,2,2100001471,140001762,398,6000340268,1
20,2,2100001471,140001762,4176,6000340269,1
20,2,2100001471,140001762,349,6000340270,1
20,2,2100001471,140001762,522,6000340271,1
20,2,2100001471,3000039521,6346,6000340272,1
15,2,2100001471,3000039521,6297,6000340273,1
15,2,2100001471,3000039521,6297,6000340274,1
15,2,2100001471,3000039521,6297,6000340275,1
15,2,2100001471,3000039521,6297,6000340276,1
15,2,2100001471,3000039521,6297,6000340277,1
15,2,2100001471,3000039521,6297,6000340278,1
20,2,2100001471,3000039521,387,6000340279,1
8,2,2100001471,3000064297,4176,6000340280,1
8,2,2100001471,3000064297,4176,6000340281,1
25,2,2100001471,3000064297,522,6000340282,1
8,2,2100001471,3000064297,4176,6000340283,1
8,2,2100001471,3000064297,4176,6000340284,1
25,2,2100001471,3000064297,522,6000340285,1
25,2,2100001471,3000064297,4176,6000340286,1
25,2,2100001471,3000064297,522,6000340287,1
25,2,2100001471,3000064297,522,6000340288,1
10,2,2100001471,3000027116,4176,6000340289,1
30,2,2100001471,3000027116,522,6000340290,1
15,2,2100001471,3000065710,6287,6000340291,1
25,2,2100001471,940000057,273,6000340292,1
25,2,2100001471,940001528,482,6000340293,1
20,2,2100001471,940001528,387,6000340294,1
8,2,2100001471,940001528,3035,6000340295,1
10,2,2100001471,600002776,3035,6000340296,1
35,2,2100001471,600002776,483,6000340297,1
30,2,2100001471,600002776,483,6000340298,1
8,2,2100001471,150001284,3035,6000340299,1
5,2,2100001471,150001284,391,6000340300,1
25,2,2100001471,150001284,483,6000340301,1
9,2,2100001471,810004633,6284,6000340302,1
11.5,2,2100001471,810004633,6284,6000340303,1
11.5,2,2100001471,810004633,6284,6000340304,1
11,2,2100001471,810004633,6284,6000340305,1
10,2,2100001471,810004633,391,6000340306,1
19.6,2,2100001471,810004633,387,6000340307,1
11.5,2,2100001471,810004633,6284,6000340308,1
19.6,2,2100001471,810004633,387,6000340309,1
8.5,2,2100001471,810004633,6284,6000340310,1
8,2,2100001471,810004633,6284,6000340311,1
8,2,2100001471,810004633,6284,6000340312,1
11,2,2100001471,810004633,6284,6000340313,1
5,2,2100001471,810004633,398,6000340314,1
12,2,2100001471,940000057,522,6000340315,1
8,2,2100001471,3000001087,3035,6000340316,1
6,2,2100001471,3000001087,378,6000340317,1
25,2,2100001471,3000001087,483,6000340318,1
25,2,2100001471,3000001087,483,6000340319,1
8,2,2100001471,3000001087,3035,6000340320,1
10,2,2100001471,3000001087,391,6000340321,1
12,2,2100001471,940000057,522,6000340322,1
20,2,2100001471,420001581,387,6000340323,1
20,2,2100001471,420001581,387,6000340324,1
10,2,2100001471,940001965,4176,6000340325,1
10,2,2100001471,940001965,4176,6000340326,1
1,2,2100001471,940001965,2255,6000340327,1
30,2,2100001471,940001965,522,6000340328,1
10,2,2100001471,940001965,4176,6000340329,1
30,2,2100001471,940001965,522,6000340330,1
30,2,2100001471,940001965,522,6000340331,1
30,2,2100001471,940001965,522,6000340332,1
10,2,2100001471,940001965,4176,6000340333,1
30,2,2100001471,940001965,522,6000340334,1
10,2,2100001471,940001965,4176,6000340335,1
10,2,2100001471,940001965,4176,6000340336,1
30,2,2100001471,940001965,522,6000340337,1
10,2,2100001471,940001965,4176,6000340338,1
10,2,2100001471,940001965,4176,6000340339,1
30,2,2100001471,940001965,522,6000340340,1
30,2,2100001471,940001965,522,6000340341,1
10,2,2100001471,940001965,4176,6000340342,1
30,2,2100001471,940001965,522,6000340343,1
10,2,2100001471,3000081638,422,6000340344,1
500,1,2100001471,3000113733,13333,6000340345,1
500,1,2100001471,3000113733,13333,6000340346,1
8,2,2100001471,3000113733,521,6000340347,1
8,2,2100001471,3000113733,521,6000340348,1
20,2,2100001471,3000113733,6346,6000340349,1
500,1,2100001471,3000113733,13333,6000340350,1
24,2,2100001471,3000113733,521,6000340351,1
500,1,2100001471,3000113733,13333,6000340352,1
24,2,2100001471,3000113733,521,6000340353,1
10,2,2100001471,3000081638,482,6000340354,1
10,2,2100001471,3000081638,482,6000340355,1
10,2,2100001471,3000081638,482,6000340356,1
10,2,2100001471,3000081638,482,6000340357,1
10,2,2100001471,3000081638,482,6000340358,1
10,2,2100001471,3000081638,482,6000340359,1
10,2,2100001471,3000081638,482,6000340360,1
10,2,2100001471,3000081638,482,6000340361,1
25,2,2100001471,360000446,387,6000340362,1
4,2,2100001471,1000001284,546,6000340363,1
30,2,2100001471,3000081638,482,6000340364,1
30,2,2100001471,3000081638,482,6000340365,1
30,2,2100001471,3000081638,482,6000340366,1
30,2,2100001471,3000081638,482,6000340367,1
30,2,2100001471,3000081638,482,6000340368,1
30,2,2100001471,3000081638,482,6000340369,1
30,2,2100001471,3000081638,482,6000340370,1
30,2,2100001471,3000081638,482,6000340371,1
1,2,2100001471,3000111968,2634,6000340372,1
8,2,2100001471,3000045261,3035,6000340373,1
8,2,2100001471,3000045261,3035,6000340374,1
8,2,2100001471,3000045261,3035,6000340375,1
24,2,2100001471,3000045261,483,6000340376,1
8,2,2100001471,3000045261,3035,6000340377,1
8,2,2100001471,3000045261,3035,6000340378,1
8,2,2100001471,3000045261,3035,6000340379,1
24,2,2100001471,3000045261,483,6000340380,1
24,2,2100001471,3000045261,483,6000340381,1
24,2,2100001471,3000045261,483,6000340382,1
24,2,2100001471,3000045261,483,6000340383,1
24,2,2100001471,3000045261,483,6000340384,1
20,2,2100001471,3000036173,387,6000340385,1
10,2,2100001471,3000121015,522,6000340386,1
1,2,2100001471,3000111968,2634,6000340387,1
8,2,2100001471,3000046020,487,6000340388,1
24,2,2100001471,3000046020,487,6000340389,1
8,2,2100001471,3000046020,487,6000340390,1
24,2,2100001471,3000046020,487,6000340391,1
24,2,2100001471,3000046020,487,6000340392,1
8,2,2100001471,3000046020,487,6000340393,1
8,2,2100001471,3000046020,487,6000340394,1
8,2,2100001471,3000046020,487,6000340395,1
8,2,2100001471,3000046020,487,6000340396,1
24,2,2100001471,3000046020,487,6000340397,1
8,2,2100001471,3000046020,487,6000340398,1
8,2,2100001471,3000046020,487,6000340399,1
24,2,2100001471,3000046020,487,6000340400,1
8,2,2100001471,3000046020,487,6000340401,1
8,2,2100001471,3000046020,487,6000340402,1
24,2,2100001471,3000046020,487,6000340403,1
24,2,2100001471,3000046020,487,6000340404,1
24,2,2100001471,3000046020,487,6000340405,1
24,2,2100001471,3000046020,487,6000340406,1
24,2,2100001471,3000046020,487,6000340407,1
1,2,2100001471,3000111968,2634,6000340408,1
1,2,2100001471,3000111968,2634,6000340409,1
24,2,2100001471,3000121015,522,6000340410,1
12,2,2100001471,3000121015,522,6000340411,1
8,2,2100001471,3000121015,4176,6000340412,1
8,2,2100001471,3000121015,4176,6000340413,1
12,2,2100001471,3000121015,522,6000340414,1
2,2,2100001471,3000121015,4518,6000340415,1
24,2,2100001471,3000121015,522,6000340416,1
1,2,2100001471,3000111968,2634,6000340417,1
1,2,2100001471,3000111968,2634,6000340418,1
1,2,2100001471,3000111968,2634,6000340419,1
1,2,2100001471,300001832,468,6000340420,1
8,2,2100001471,3000002168,4176,6000340421,1
25,2,2100001471,3000002168,522,6000340422,1
8,2,2100001471,3000002168,4176,6000340423,1
25,2,2100001471,3000002168,522,6000340424,1
8,2,2100001471,3000002168,4176,6000340425,1
25,2,2100001471,3000002168,522,6000340426,1
1,2,2100001471,3000111968,2634,6000340427,1
1,2,2100001471,3000111968,2634,6000340428,1
8,2,2100001471,3000100217,483,6000340429,1
3,2,2100001471,3000100217,391,6000340430,1
6,2,2100001471,3000100217,483,6000340431,1
24,2,2100001471,3000100217,3035,6000340432,1
20,2,2100001471,3000100217,387,6000340433,1
32,2,2100001471,3000100217,3035,6000340434,1
20,2,2100001471,3000100217,387,6000340435,1
6,2,2100001471,3000100217,483,6000340436,1
1,2,2100001471,3000100217,464,6000340437,1
20,2,2100001471,3000100217,387,6000340438,1
3,2,2100001471,3000100217,391,6000340439,1
24,2,2100001471,3000100217,3035,6000340440,1
20,2,2100001471,3000111968,387,6000340441,1
6,2,2100001471,3000003088,391,6000340442,1
1,2,2100001471,3000111968,468,6000340443,1
8,2,2100001471,3000045956,487,6000340444,1
8,2,2100001471,3000045956,487,6000340445,1
8,2,2100001471,3000045956,487,6000340446,1
8,2,2100001471,3000045956,487,6000340447,1
25,2,2100001471,3000045956,487,6000340448,1
8,2,2100001471,3000045956,487,6000340449,1
25,2,2100001471,3000045956,487,6000340450,1
25,2,2100001471,3000045956,487,6000340451,1
8,2,2100001471,3000045956,487,6000340452,1
8,2,2100001471,3000045956,487,6000340453,1
25,2,2100001471,3000045956,487,6000340454,1
25,2,2100001471,3000045956,487,6000340455,1
8,2,2100001471,3000045956,487,6000340456,1
25,2,2100001471,3000045956,487,6000340457,1
25,2,2100001471,3000045956,487,6000340458,1
25,2,2100001471,3000045956,487,6000340459,1
25,2,2100001471,3000045956,487,6000340460,1
8,2,2100001471,3000045956,487,6000340461,1
19.6,2,2100001471,810006413,387,6000340462,1
10,2,2100001471,810006413,487,6000340463,1
10,2,2100001471,810006413,487,6000340464,1
32,2,2100001471,810006413,487,6000340465,1
10,2,2100001471,810006413,487,6000340466,1
20,2,2100001471,810006413,430,6000340467,1
29,2,2100001471,810006413,487,6000340468,1
32,2,2100001471,810006413,487,6000340469,1
10,2,2100001471,810006413,487,6000340470,1
19.6,2,2100001471,810006413,387,6000340471,1
29,2,2100001471,810006413,487,6000340472,1
28,2,2100001471,810006413,487,6000340473,1
27,2,2100001471,810006413,487,6000340474,1
27,2,2100001471,810006413,487,6000340475,1
27,2,2100001471,810006413,487,6000340476,1
10,2,2100001471,3000068291,487,6000340477,1
10,2,2100001471,3000068291,487,6000340478,1
33,2,2100001471,810005639,487,6000340479,1
8,2,2100001471,810005639,487,6000340480,1
5.4,2,2100001471,340002460,14843,6000340481,1
8,2,2100001471,1000001980,3035,6000340482,1
33,2,2100001471,3000110106,483,6000340483,1
8,2,2100001471,810005639,487,6000340484,1
31,2,2100001471,810005639,487,6000340485,1
30,2,2100001471,140000822,522,6000340486,1
10,2,2100001471,140000822,4176,6000340487,1
45,2,2100001471,3000044253,3035,6000340488,1
10,2,2100001471,1000001980,398,6000340489,1
30,2,2100001471,1000001980,482,6000340490,1
14,2,2100001471,3000044253,3035,6000340491,1
15,2,2100001471,3000044253,3035,6000340492,1
43,2,2100001471,3000044253,483,6000340493,1
45,2,2100001471,3000044253,483,6000340494,1
35,2,2100001471,1000001980,483,6000340495,1
6,2,2100001471,1000001980,391,6000340496,1
8,2,2100001471,1000001980,3035,6000340497,1
35,2,2100001471,1000001980,483,6000340498,1
44,2,2100001471,3000044253,483,6000340499,1
33,2,2100001471,3000044253,483,6000340500,1
35,2,2100001471,1000001980,483,6000340501,1
6,2,2100001471,1000001980,391,6000340502,1
25,2,2100001471,1000001980,387,6000340503,1
15,2,2100001471,3000044253,3035,6000340504,1
45,2,2100001471,3000044253,483,6000340505,1
10,2,2100001471,3000044253,3035,6000340506,1
14,2,2100001471,3000044253,3035,6000340507,1
8,2,2100001471,1000001980,3035,6000340508,1
35,2,2100001471,1000001980,483,6000340509,1
8,2,2100001471,1000001980,3035,6000340510,1
35,2,2100001471,1000001980,483,6000340511,1
12,2,2100001471,3000044253,3035,6000340512,1
36,2,2100001471,3000044253,483,6000340513,1
6,2,2100001471,1000001980,391,6000340514,1
20,2,2100001471,1480001868,387,6000340515,1
20,2,2100001471,3000012252,349,6000340516,1
0.45,2,2100001471,3000012252,2635,6000340517,1
1,2,2100001471,3000012252,468,6000340518,1
30,2,2100001471,1000001980,482,6000340519,1
35,2,2100001471,1000001980,483,6000340520,1
20,2,2100001471,3000012252,349,6000340521,1
30,2,2100001471,3000044253,483,6000340522,1
2,2,2100001471,3000012252,2635,6000340523,1
10,2,2100001471,3000012252,398,6000340524,1
5,2,2100001471,3000012252,378,6000340525,1
1,2,2100001471,3000012252,468,6000340526,1
5,2,2100001471,3000012252,378,6000340527,1
30,2,2100001471,3000012252,430,6000340528,1
11,2,2100001471,3000044253,3035,6000340529,1
8,2,2100001471,1000001980,3035,6000340530,1
8,2,2100001471,3000074620,482,6000340531,1
24,2,2100001471,3000074620,482,6000340532,1
1.2,2,2100001471,3000042257,2634,6000340533,1
5.4,2,2100001471,340002461,14843,6000340534,1
10,2,2100001471,1000003052,4176,6000340535,1
30,2,2100001471,1000003052,522,6000340536,1
10,2,2100001471,1000003052,4176,6000340537,1
30,2,2100001471,1000003052,522,6000340538,1
10,2,2100001471,1000003052,4176,6000340539,1
10,2,2100001471,1000003052,4176,6000340540,1
30,2,2100001471,1000003052,522,6000340541,1
10,2,2100001471,1000003052,4176,6000340542,1
30,2,2100001471,1000003052,522,6000340543,1
30,2,2100001471,1000003052,522,6000340544,1
32,2,2100001471,1000003365,522,6000340545,1
28,2,2100001471,1000003365,522,6000340546,1
32,2,2100001471,1000003365,522,6000340547,1
9,2,2100001471,1000003365,4176,6000340548,1
8,2,2100001471,1000003365,4176,6000340549,1
7,2,2100001471,1000003365,4176,6000340550,1
8,2,2100001471,1000003365,4176,6000340551,1
36,2,2100001471,1000003365,522,6000340552,1
32,2,2100001471,1000003365,522,6000340553,1
7,2,2100001471,1000003365,4176,6000340554,1
28,2,2100001471,1000003365,522,6000340555,1
8,2,2100001471,1000003365,4176,6000340556,1
36,2,2100001471,1000003365,522,6000340557,1
9,2,2100001471,1000003365,4176,6000340558,1
8,2,2100001471,1000003365,4176,6000340559,1
7,2,2100001471,1000003365,4176,6000340560,1
32,2,2100001471,1000003365,522,6000340561,1
28,2,2100001471,1000003365,522,6000340562,1
32,2,2100001471,1000003365,522,6000340563,1
7,2,2100001471,1000003365,4176,6000340564,1
8,2,2100001471,1000003365,4176,6000340565,1
8,2,2100001471,1000003365,4176,6000340566,1
9,2,2100001471,1000003365,4176,6000340567,1
36,2,2100001471,1000003365,522,6000340568,1
28,2,2100001471,1000003365,522,6000340569,1
32,2,2100001471,1000003365,522,6000340570,1
30,2,2100001471,2010001745,521,6000340571,1
10,2,2100001471,2010001745,521,6000340572,1
30,2,2100001471,2010001745,521,6000340573,1
10,2,2100001471,2010001745,521,6000340574,1
30,2,2100001471,2010001745,15185,6000340575,1
25,2,2100001471,3000042257,488,6000340576,1
10,2,2100001471,1000002801,487,6000340577,1
10,2,2100001471,1000002801,487,6000340578,1
10,2,2100001471,1000002801,487,6000340579,1
10,2,2100001471,1000002801,487,6000340580,1
30,2,2100001471,1000002801,487,6000340581,1
30,2,2100001471,1000002801,487,6000340582,1
10,2,2100001471,1000002801,487,6000340583,1
30,2,2100001471,1000002801,487,6000340584,1
20,2,2100001471,1000002801,487,6000340585,1
30,2,2100001471,1000002801,487,6000340586,1
22,2,2100001471,1000002801,487,6000340587,1
20,2,2100001471,1000002801,487,6000340588,1
30,2,2100001471,1000002801,487,6000340589,1
20,2,2100001471,830001021,487,6000340590,1
10,2,2100001471,3000046615,3035,6000340591,1
10,2,2100001471,3000046615,3035,6000340592,1
10,2,2100001471,3000046615,3035,6000340593,1
10,2,2100001471,3000046615,3035,6000340594,1
10,2,2100001471,3000046615,3035,6000340595,1
10,2,2100001471,3000046615,3035,6000340596,1
10,2,2100001471,3000046615,3035,6000340597,1
30,2,2100001471,3000046615,483,6000340598,1
10,2,2100001471,3000046615,3035,6000340599,1
30,2,2100001471,3000046615,483,6000340600,1
30,2,2100001471,3000046615,483,6000340601,1
